Source	Locus 1	Loucs 2	Locus 3	Full Gloss	Translation	IMMEDIATE CONTEXT	IMMEDIATE CONTEXT TRANSLATION	MORPH	MORPH TRANS	MORPH ANALYSIS	MORPH CONTEXT	LEMMA OF MAIN VERB	CLAUSAL SUBJECT	SUBJECT ANALYSIS	GOV CONTEXT	GOV CONTEXT TYPE	GOV CONTEXT LEMMA	GOV CONTEXT SBJ	GOV CONTEXT SBJ ANALYSIS	SBJ~MORPH COREFERENCE	SBJ~OTHER	MORPH REFLEXIVE	Note
Ml.	072c01	N/A	S0006-4577	rommodisom <leg. rammoidisom>	he has boasted.	rommodisom	he has boasted <himself>	rommodisom	he has boasted <himself> 	3sg.masc.Infixed_Pronoun	PRON-OBJ	moídid	som	3sg.masc.Overt_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
Wb.	017b21	N/A	N/A	.i. nodmoladar fesin	i.e. who praises himself.	nodmoladar fesin	who praises himself	nodmoladar fesin	who praises himself	3sg.masc.Infixed_Pronoun_INTS	PRON-OBJ	molaithir	-	3sg.RELATIVE	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
Ml.	145d04	N/A	S0006-8419	.i. ni <ed?> amét asmbeir som inna aitribthi<di> domolad $dæ$ dǽ acht asber cid arindmolatar in<na>nime fesin	i.e. not only does he tell the inhabitants to praise God, but he even says that the heavens themselves praise Him.	arindmolatar in<na>nime fesin	that the heavens themselves praise Him	in<na>nime fesin	the heavens themselves	pl.Noun_INTS	NP-SBJ	molaithir	in<na>nime fesin	pl.Noun_INTS	N/A	N/A	N/A	N/A	N/A	≠	N/A	NO	N/A
Wb.	005b44	N/A	N/A	ramúinset doib buid and	They have learned to be there. <lit. they have taught it to themselves to be there>	ramúinset doib	They have learned... <lit. They have taught it to themselves>	doib	to themselves	3pl.Null_Pronoun	PP-COMP	múinid	-	3pl.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PP-COMP	N/A	YES	N/A
Wb.	024b17	N/A	N/A	.i. rommunus dammin dom	i.e. I have learned <lit. taught myself> loss.	rommunus dammin dom	I have learned <lit. taught myself> loss	rommunus	I have learned <lit. taught myself>	1sg.Infixed_Pronoun	PRON-OBJ	múinid	-	1sg.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	DOUBLE OBJECT.
Wb.	024b17	N/A	N/A	.i. rommunus dammin dom	i.e. I have learned <lit. taught myself> loss.	rommunus dammin dom	I have learned <lit. taught myself> loss	dom	to myself	1sg.Null_Pronoun	PP-COMP	múinid	-	1sg.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PP-COMP	N/A	YES	DOUBLE OBJECT.
Wb.	024b18	N/A	N/A	rommúnus imbed dom	I have learned <lit. I have taught myself> abundance.	rommúnus imbed dom	I have learned <lit. taught myself> abundance	rommúnus … dom	I have learned <lit. taught myself>	1sg.Infixed_Pronoun	PRON-OBJ	múinid	-	1sg.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	DOUBLE OBJECT.
Wb.	024b18	N/A	N/A	rommúnus imbed dom	I have learned <lit. I have taught myself> abundance.	rommúnus imbed dom	I have learned <lit. taught myself> abundance	dom	to myself	1sg.Null_Pronoun	PP-COMP	múinid	-	1sg.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PP-COMP	N/A	YES	DOUBLE OBJECT.
Sg.	006a07	006a10 l	S0007-126	acht a ai<n>mm féisin	save its own name	acht a ai<n>mm féisin	save its own name	a ai<n>mm féisin	its own name	3sg.neut.Possessive_INTS	NP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Wb.	006c18	N/A	N/A	.i. alled friss fadesin .i. náchbeir fornachnéle	i.e. as regards himself, i.e. who does not pass it <judgment> on any other.	.i. alled friss fadesin .i. náchbeir fornachnéle	i.e. as regards himself, i.e. who does not pass it <judgment> on any other.	friss fadesin	as regards himself	3sg.masc.Null_Pronoun_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Wb.	007a01	N/A	N/A	.i. act mosaithar féin	i.e. save my own labour.	.i. act mosaithar féin	i.e. save my own labour.	mosaithar féin	my own labour	1sg.Possessive_INTS	NP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Wb.	008b08	N/A	N/A	.i. intellectus .i. act induine fadesin	i.e. save the man himself.	.i. intellectus .i. act induine fadesin	i.e. save the man himself.	induine fadesin	the man himself	sg.Noun_INTS	NP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Wb.	011a14	N/A	N/A	.i. osme	i.e. I myself.	.i. osme	i.e. I myself.	me	I myself	1sg.Overt_Pronoun	PRON	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	THE OS + PRONONOUN CONSTRUCTION IS NOT REFLEXIVE. IT IS “EMPHATIC”.
Wb.	013a26a	N/A	N/A	.i. diib féisne ɫ. dinachaili	i.e. <to forbid> you yourselves or any one else	.i. diib féisne ɫ. dinachaili	i.e. <to forbid> you yourselves or any one else	diib féisne	you yourselves	2pl.Null_Pronoun_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Wb.	014a05	N/A	N/A	.i. momuinter feín et nech uáibsi	i.e. my own household and some one of you.	.i. momuinter feín et nech uáibsi	i.e. my own household and some one of you.	momuinter feín	my own household	1sg.Possessive_INTS	NP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Ml.	023c01	N/A	S0006-665	fadéin	myself.	fadéin	myself.	fadéin	myself	1sg.Null_Pronoun_INTS	PRON	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Ml.	024a02	N/A	S0006-719	fadein	yourself.	fadein	yourself.	fadéin	yourself	2sg.Null_Pronoun_INTS	PRON	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Wb.	025b19	N/A	N/A	.i. ifogur dǽ fessin ut in monte sina	i.e. in the sound of God Himself ut etc.	.i. ifogur dǽ fessin ut in monte sina	i.e. in the sound of God Himself ut etc.	dǽ fessin	of God himself	sg.Noun_INTS	NP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Wb.	027a23	N/A	N/A	.i. trebás achoirp fessin	i.e. through death of His own Body.	.i. trebás achoirp fessin	i.e. through death of His own Body.	achoirp fessin	of His own body	3sg.masc.Possessive_INTS	NP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Wb.	027c19	N/A	N/A	.i. la irnigdi airib féisne	i.e. with prayer for you yourselves.	.i. la irnigdi airib féisne	i.e. with prayer for you yourselves.	airib féisne	for you yourselves	2pl.Null_Pronoun_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Wb.	028b03	N/A	N/A	.i. etir fessin etdóini	i.e. between Himself and men.	.i. etir fessin etdóini	i.e. between Himself and men.	etir fessin	between Himself	3sg.masc.Null_Pronoun_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Wb.	028b3	N/A	N/A	.i. etir fessin et dóini	i.e. between Himself and men.	.i. etir fessin et dóini	i.e. between Himself and men.	etir fessin	between Himself	3sg.masc.Null_Pronoun_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Wb.	028d21	N/A	N/A	.i. ammuintire fesine	i.e. of their own household.	.i. ammuintire fesine	i.e. of their own household.	ammuintire fesine	of their own household	3pl.Possessive_INTS	NP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Wb.	029d05	N/A	N/A	precor multipliciter ego osme	I myself.	precor multipliciter ego osme	I myself.	me	I myself	1sg.Overt_Pronoun	PRON	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	THE OS + PRONONOUN CONSTRUCTION IS NOT REFLEXIVE. IT IS “EMPHATIC”.
Wb.	030c26	N/A	N/A	.i. uilc féssine	i.e. evil <ones> them selves	.i. uilc féssine	i.e. evil <ones> them selves	uilc féssine	evil <ones> themselves	pl.Noun_INTS	NP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Ml.	031b10	N/A	S0006-1293	.i. labrad huallach 7 chaintoimtenach dib fadesin	i.e. a speech, proud and of good opinions concerning themselves.	.i. labrad huallach 7 chaintoimtenach dib fadesin	i.e. a speech, proud and of good opinions concerning themselves.	dib fadesin	concerning themselves	3pl.Null_Pronoun_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Wb.	031c02	N/A	N/A	fadeisine et nach aili	of themselves and of any other.	fadeisine et nach aili	of themselves and of any other.	fadeisine	of themselves	3pl.Null_Pronoun_INTS	PRON	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Ml.	036c19	N/A	S0006-1823	.i. trisnadeu fessine	i.e. through the gods themselves.	.i. trisnadeu fessine	i.e. through the gods themselves.	trisnadeu fessine	through the gods themselves	pl.Noun_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Ml.	045b15	N/A	S0006-2589	.i. inna nime fadesin ɫ. it $ind$ inna nime ata forcitlaidi·	i.e. the heavens themselves, or it is the heavens that are teachers.	.i. inna nime fadesin ɫ. it $ind$ inna nime ata forcitlaidi·	i.e. the heavens themselves, or it is the heavens that are teachers.	inna nime fadesin	the heavens themselves	pl.Noun_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Ml.	045d13	N/A	S0006-2623	.i. aquas .i. as intalam fessin	i.e. aquas, i.e. from the earth itself.	.i. aquas .i. as intalam fessin	i.e. aquas, i.e. from the earth itself.	as intalam fessin	from the earth itself	sg.Noun_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Ml.	049b08	N/A	S0006-2936	erthroitae .i. huanduni fesin no huanach ailiu	checked, i.e. by the man himself or by some other.	erthroitae .i. huanduni fesin no huanach ailiu	checked, i.e. by the man himself or by some other.	huanduni fesin	by the man himself	sg.Noun_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Ml.	051b16	N/A	S0006-3077	.i. fadesin	i.e. themselves.	.i. fadesin	i.e. themselves.	fadesin	themselves	3pl.Null_Pronoun_INTS	PRON	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Ml.	051c27	N/A	S0006-3118	.i. indnime fadesin	i.e. of the heaven itself.	.i. indnime fadesin	i.e. of the heaven itself.	indnime fadesin	of the heaven itself	sg.Noun_INTS	NP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Ml.	055d05	N/A	S0006-3424	.i. trocaire dilgutha dosom fessin	i.e. of the mercy of forgiveness to himself.	.i. trocaire dilgutha dosom fessin	i.e. of the mercy of forgiveness to himself.	dosom fessin	to himself	3sg.masc.Overt_Pronoun_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Ml.	057d09	N/A	S0006-3596	populdaib .i. tuataib .i. átuath fessine	belonging to the people, i.e. popular, i.e. of their own peoples.	populdaib .i. tuataib .i. átuath fessine	belonging to the people, i.e. popular, i.e. of their own peoples.	átuath fessine	of their own peoples	3pl.Possessive_INTS	NP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Sg.	061b08	061b13 x	S0007-1581	dochrunn fessin	for the tree itself	dochrunn fessin	for the tree itself	dochrunn fessin	for the tree itself	sg.Noun_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Ml.	066d13	N/A	S0006-4218	.i. fadesin	i.e. <their> own.	.i. fadesin	i.e. <their> own.	fadesin	<their> own	3pl.Null_Pronoun_INTS	PRON	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Ml.	072c14	N/A	S0006-4591	doib fadesin·	to <them> themselves.	doib fadesin·	to <them> themselves.	doib fadesin	to <them> themselves	3pl.Null_Pronoun_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Ml.	086b01	N/A	S0006-5304	.i. erum féin ón	i.e. that is, for myself.	.i. erum féin ón	i.e. that is, for myself.	erum féin	for myself	1sg.Null_Pronoun_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Ml.	109d03	N/A	S0006-6694	.i. méfeín són·	i.e. that is, me myself.	.i. méfeín són·	i.e. that is, me myself.	méfeín	me myself	1sg.Overt_Pronoun_INTS	PRON	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Ml.	128d18	N/A	S0006-7772	foirbthetu neirt fesin 7 neich adchotar triit .i. findbuth..,	perfection of virtue itself and of that which is obtained through it, i.e. blessedness.	foirbthetu neirt fesin 7 neich adchotar triit .i. findbuth..,	perfection of virtue itself and of that which is obtained through it, i.e. blessedness.	neirt fesin	of virtue itself	sg.Noun_INTS	NP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Ml.	129c18	N/A	S0006-7819	.i. díb fesin	i.e. of themselves.	.i. díb fesin	i.e. of themselves.	díb fesin	of themselves	3pl.Null_Pronoun_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Ml.	129d18	N/A	S0006-7839	.i. ind fessin	i.e. for himself.	.i. ind fessin	i.e. for himself.	ind fessin	for himself	3sg.masc.Null_Pronoun_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Ml.	130c09	N/A	S0006-7881	.i. ainim friæ fessine ɫ. anim fri corp	i.e. soul to itself, or soul to body.	.i. ainim friæ fessine ɫ. anim fri corp	i.e. soul to itself, or soul to body.	friæ fessine	to itself	3sg.fem.Null_Pronoun_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Ml.	142a03	N/A	S0006-8355	.i. huammuntir feín són	i.e. that is, by my own folk.	.i. huammuntir feín són	i.e. that is, by my own folk.	huammuntir feín	by my own folk	1sg.Possessive_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Sg.	144a01	144a15 d	S0007-2431	.i. huadib féiss-¹ (so?)n² non ab alio	i.e. from themselves, not from another	.i. huadib féiss-¹ (so?)n² non ab alio	i.e. from themselves, not from another	huadib féiss-¹ (so?)n²	from themselves	3pl.Null_Pronoun_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Sg.	153b07	153b38 l	S0007-2569	.i. lais feisin cen acaldaim nach aili	i.e. by himself, without conversing with any other	.i. lais feisin cen acaldaim nach aili	i.e. by himself, without conversing with any other	lais feisin	by himself	3sg.masc.Null_Pronoun_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Sg.	154b01	154b08 b	S0007-2576	.i. dialuc fa/desin ɫ doluc/ infinite .reliqua.	i.e. to their own place or to the place of the infinitive	(m.d.) .i. dialuc fa/desin ɫ doluc/ infinite .reliqua.	i.e. to their own place or to the place of the infinitive	dialuc fa/desin	to their own place	3pl.Possessive_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Sg.	165b03	165b34 f	S0007-2684	.i. sí feisine 7 ní·bí ní tarahesi ar is feidligud disi dia·mbé són	i.e. it itself, and there is nothing in place of it, for it is permanence to it if that be	.i. sí feisine 7 ní·bí ní tarahesi ar is feidligud disi dia·mbé són	i.e. it itself, and there is nothing in place of it, for it is permanence to it if that be	sí feisine	it itself	3sg.fem.Overt_Pronoun_INTS	PRON	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Sg.	188a18	188a20 ff	S0007-2840	.i. dochosmailius innaṅdobriathar cét/nide inna/naicniud/ feisin	i.e. to the likeness of the primitive adverbs in their own nature	.i. dochosmailius innaṅdobriathar cét/nide inna/naicniud/ feisin	i.e. to the likeness of the primitive adverbs in their own nature	inna/naicniud/ feisin	n their own nature	3pl.Possessive_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Sg.	188a20	188a22 ii	S0007-2842	.i. uadib fesin	i.e. from themselves	.i. uadib fesin	i.e. from themselves	uadib fesin	from themselves	3pl.Null_Pronoun_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Sg.	188a26	188a31 tt	S0007-2848	.i. tresin naimsir feissin .i. amal bid ind aimsir feisin	i.e. through the time itself, i.e. as if it were the time itself	.i. tresin naimsir feissin .i. amal bid ind aimsir feisin	i.e. through the time itself, i.e. as if it were the time itself	tresin naimsir feissin	through the time itself	sg.Noun_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Sg.	199b10	199b13 w	S0007-3039	.i. cetna persan di féisin	i.e. the first person of itself	.i. cetna persan di féisin	i.e. the first person of itself	di féisin	of itself	3sg.fem.Null_Pronoun_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Sg.	209b35	209b42 ah	S0007-3295	innaaicniud feisin	in its own nature	innaaicniud feisin	in its own nature	innaaicniud feisin	in its own nature	3sg.neut.Possessive_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Sg.	211b03	211b13 e	S0007-3333	.i. afolud feisin ar chuit pronominis	i.e. its <lit. her> own substance as regards a pronoun	.i. afolud feisin ar chuit pronominis	i.e. its <lit. her> own substance as regards a pronoun	afolud feisin	its <lit. her> own substance	3sg.fem.Possessive_INTS	NP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Sg.	211b05	211b13 g	S0007-3335	.i. tria/ ḟolud/ feisin	i.e. by its own substance	.i. tria/ ḟolud/ feisin	i.e. by its own substance	tria/ ḟolud/ feisin	by its own substance	3sg.neut.Possessive_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Sg.	213a08	213a28 t	S0007-3386	.i. acuit inna forciunn feisne	i.e. the acute on their own termination	.i. acuit inna forciunn feisne	i.e. the acute on their own termination	inna forciunn feisne	on their own termination	3pl.Possessive_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
K-Aug.	Thes.ii.4.11c1	N/A	S0021-53	.i. lee fadeissne	that is, by herself	.i. lee fadeissne	that is, by herself	lee fadeissne	by herself	3sg.fem.Null_Pronoun_INTS	PP-COMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	N/A
Ml.	133d06	N/A	S0006-8062	.i. nosnertat	i.e. they exhort themselves.	nosnertat	they exhort themselves	nosnertat	they exhort themselves	3pl.Infixed_Pronoun	PRON-OBJ	nertaid	-	3pl.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
Wb.	032d08	N/A	N/A	apostoli oenichthisom híc frisnahireschu	He unites himself híc to the faithful.	oenichthisom híc frisnahireschu	He unites himself híc to the faithful	oenichthisom	he unites himself	3sg.masc.Suffixed_Pronoun	PRON-OBJ	óenaigidir	som	3sg.masc.Overt_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
Sg.	040a12	040a14 o	S0007-1016	olprescien feissin	Priscian says <this> himself	olprescien feissin	Priscian says <this> himself	prescien feissin	Priscian … himself	sg.Noun_INTS	NP-SBJ	ol	prescien feissin	sg.Noun_INTS	N/A	N/A	N/A	N/A	N/A	≠	N/A	NO	N/A
Wb.	015b17	N/A	N/A	.i. isairi is indocbál crist pridchimme arnipridcham arnindocbáil fanisin	i.e. therefore it is Christ’s glory we preach, for we preach not our own glory.	arnipridcham arnindocbáil fanisin	for we preach not our own glory	arnindocbáil fanisin	our own glory	1pl.Possessive_INTS	NP-OBJ	pridchid	-	1pl.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ≠NP-OBJ	SBJ=POSS	NO	N/A
Ml.	042c10	N/A	S0006-2312	.i. intan radas nech insci abelrai fesin frinech nachidetargéuin	i.e. when someone speaks the speech of his own language to one who does not know it.	intan radas nech insci abelrai fesin frinech	when someone speaks the speech of his own language to one	insci abelrai fesin	the speech of his own language	3sg.masc.Possessive_INTS	NP-OBJ	rádaid	nech	sg.Noun	N/A	N/A	N/A	N/A	N/A	SBJ≠NP-OBJ	SBJ=POSS	NO	N/A
Stokes, Whitley 1905	280	Félire Oengusso	https://archive.org/details/martyrologyofoen29oenguoft/page/280/mode/2up	cluinte lat, á Íssu, do deórudán lobur	Hear Thou, O Jesus, Thy feeble exile!	cluinte lat, á Íssu, do deórudán lobur	Hear Thou, O Jesus, Thy feeble exile!	latt	Thou 	2sg.Null_Pronoun	PP-COMP	ro-cluinethar	-	2sg.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PP-COMP	N/A	YES	N/A
Wb.	018b14	N/A	N/A	.i. intain ronicub féin	i.e. when I myself shall come.	intain ronicub féin	when I myself shall come	ronicub féin	I myself shall come	1sg.Null_Pronoun_INTS	PRON-SBJ	ro-icc	- féin	1sg.Null_Pronoun_INTS	N/A	N/A	N/A	N/A	N/A	≠	N/A	NO	N/A
Ml.	102a08	N/A	S0006-6263	rasaig acrích cuccai	Their boundary extends to it.	rasaig acrích cuccai	Their boundary extends to it	rasaig	extends	3sg.neut.Infixed_Pronoun	UNC	ro-saig	acrích	sg.Noun	N/A	N/A	N/A	N/A	N/A	SBJ≠UNC	N/A	NO	MORPH CONTAINS A NON-OBJECTIVE INFIXED PRONOUN.
Wb.	017b12	N/A	N/A	.i. nonsamlafammar frinn fesine	i.e. we will liken ourselves to ourselves	nonsamlafammar frinn fesine	we will liken ourselves to ourselves	nonsamlafammar	we will liken ourselves	1pl.Infixed_Pronoun	PRON-OBJ	samlaithir	-	1pl.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
Wb.	017b12	N/A	N/A	.i. nonsamlafammar frinn fesine	i.e. we will liken ourselves to ourselves	nonsamlafammar frinn fesine	we will liken ourselves to ourselves	frinn fesine	to ourselves	1pl.Null_Pronoun_INTS	PP-COMP	samlaithir	-	1pl.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PP-COMP	N/A	YES	N/A
MT	POMIC	mt.400	S0070-401	andand m bis a foindel ind a menmain co mmór fri mi-imradud a timtasad for caúlae feib do-r-rontar 7 tuidecht do légind nó a scrutain fris 7 menme i sind aurnaigti	When the thoughts are constantly straying towards ill meditations, they must be checked and recalled as far as possible; and he should resort to reading or to examining himself against it, and keep his mind fixed on prayer.	a scrutain fris	examining himself against it	a scrutain	examining himself	3sg.masc.Possessive	VBN-OBJ	scrútaid	-	PRO	N/A	N/A	N/A	N/A	N/A	PRO=VBN-OBJ	N/A	YES	N/A
Wb.	030c17	N/A	N/A	.i. da druith ægeptacdi robatar ocimbresun frimmoysi et nistuirmi recht act asenchassom fadesin arropo eola som na huile fetarlice	i.e. two Egyptian wizards who had been contending with Moses; and the Law records them not, but his own tradition, for he was skilled in the whole Old Testament.	act asenchassom fadesin	but his own tradition <records them>	asenchassom fadesin	his own tradition	3sg.masc.Possessive_INTS	NP-SBJ	SEE GOV CONTEXT LEMMA	asenchassom fadesin	sg.Noun	et nistuirmi recht	ELIDED	do-rími	-	3sg.Null_Pronoun	≠	N/A	NO	N/A
Ml.	036d16	N/A	S0006-1843	co atbeltais· Indoini adordais innaidlu· ɫ. ind idail fadesin·	that the men who were worshipping the idols would die, or the idols themselves.	ɫ. ind idail fadesin	or the idols themselves <would die>	ind idail fadesin	the idols themselves <would die>	pl.Noun_INTS	NP-SBJ	SEE GOV CONTEXT LEMMA	ind idail fadesin	pl.Noun_INTS	co atbeltais· Indoini adordais innaidlu	ELIDED	at-baill	Indoini adordais innaidlu	pl.NP	≠	N/A	NO	N/A
Ml.	053a05	N/A	S0006-3154	ladi<a>mair a inchlidi som nad cho<m> nech acht hesom fesin	at the secret place of His mystery, which no one may have power over unless <it is> He Himself.	acht hesom fesin	unless He Himself <has power>.	hesom fesin	He Himself <has power>	3sg.masc.Overt_Pronoun_INTS	PRON-SBJ	SEE GOV CONTEXT LEMMA	hesom fesin	3pl.Overt_Pronoun_INTS	nad cho<m> nech	ELIDED	con-icc	nech	sg.NP	≠	N/A	NO	N/A
B-Brig	POMIC	bb.416	N/A	ar nach duine atchi diabul 7 ni sena in dus no … ro daissed immbi	For anyone who sees the devil and does not bless himself first or …. will go mad.	7 ni sena in dus	and <he> does not bless himself first	ni sena	<he> does not bless himself	3sg.masc.Infixed_Pronoun	PRON-OBJ	sénaid	-	3sg.masc.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
B-Brig	POMIC	bb.417	N/A	sentus bríg iarum	Bríg blesses herself then	sentus bríg iarum	Bríg blesses herself then	sentus	blesses herself	3sg.fem.Suffixed_Pronoun	PRON-OBJ	sénaid	Bríg	sg.Noun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
MT	POMIC	mt.071	S0070-72	sénaid MS:_send iarum .	Then he crosses <himself>.	sénaid MS:_send iarum	Then he crosses <himself>	sénaid	he crosses <himself>	N/A	N/A	sénaid	-	3sg.masc.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	NO REFLEXIVE IN IRISH
O’Rahilly, Cecille 1976	16	Táin Bó Cuailnge	https://celt.ucc.ie/published/G301012.html	Sínithi íarom co m-memdatar in dá liic ro bátár immi. 	Then he stretched himself so that the two flag-stones which were about him were smashed.	Sínithi íarom	Then he stretched himself	sínithi	he stretched himself	3sg.masc.Suffixed_Pronoun	PRON-OBJ	sínid	-	3sg.masc.Null_Pronoun	N/A	N/A	N/A	N/A	N/A	SBJ=PRON-OBJ	N/A	YES	N/A
MT	POMIC	mt.049	S0070-50	la sodoin fo LEN cedoir slechtais caon-comracc dochum láir	Instantly thereupon Caín-chomrac bowed himself to the ground.	la sodoin fo LEN cedoir slechtais caon-comracc dochum láir	Instantly thereupon Caín-chomrac bowed himself to the ground	slechtais	he bowed himself	N/A	N/A	slechtaid	caon-comracc	sg.Noun	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NO	NO REFLEXIVE IN IRISH
